-0.882810430802706,-0.272946020644213
-0.876632386130587,-0.267341347592355
-0.872848141752351,-0.264204468306862
-0.869873266599804,-0.259866642949845
-0.867707753593057,-0.257234865813512
-0.86535874685505,-0.25546009808527
-0.862947921358897,-0.253973582960317
-0.861625197218815,-0.252007352342339
-0.860409813683213,-0.250569009009798
-0.859183337986159,-0.249540078545682
-0.857760853642014,-0.248384992541872
-0.856681614320727,-0.24740051583052
-0.855772200335963,-0.246327329417169
-0.854527908718512,-0.245286203056822
-0.853638735911346,-0.244291944938772
-0.852852182559862,-0.243461170093484
-0.851956649280905,-0.242492425891505
-0.850745726253612,-0.241651334454471
-0.850064652177016,-0.240945231261882
-0.849378109708263,-0.240245230406801
-0.848805733977087,-0.239529960209207
-0.848003699599289,-0.238604029103445
-0.847189789901794,-0.237815228562808
-0.846454194608344,-0.23705446448212
-0.8456495523809,-0.236368833053789
-0.845021442358695,-0.235646847893655
-0.844241328504079,-0.235024421234728
-0.843637884564405,-0.234483860448155
-0.843017596318044,-0.23395398390035
-0.842469593262723,-0.233406471270689
-0.842048481862172,-0.232738065931542
-0.841425777214506,-0.232052715599027
-0.840835391945696,-0.231320089813816
-0.840236351048084,-0.230712389573513
-0.839731485255119,-0.230140384813737
-0.838956078464494,-0.229549703128396
-0.838590875537915,-0.228848526627072
-0.838049192252551,-0.228309781907833
-0.837461436322998,-0.22779940776119
-0.837116147023717,-0.22721884770556
-0.836569904191826,-0.226710909292596
-0.836038329651299,-0.226256570518173
-0.83555024575647,-0.225804183040398
-0.835030015397445,-0.22539631718493
-0.834227913591937,-0.224824587714888
-0.833685990166253,-0.224255304700763
-0.833103443889588,-0.223838499935354
-0.832502828725292,-0.223355553683925
-0.832097525274426,-0.222784585519189
-0.831651879914348,-0.222201481264199
-0.831189309163119,-0.221764552024468
-0.830485289925403,-0.221036268315451
-0.829978975101316,-0.220642488824923
-0.829612216304315,-0.220101260648456
-0.82895873471802,-0.219461066951504
-0.828349041228998,-0.218912890814543
-0.827904246580063,-0.21808616976757
-0.827242879463457,-0.217555071183827
-0.826770041565125,-0.217025157880351
-0.826269321729055,-0.216432759601465
-0.825929224026484,-0.216001683806713
-0.825405242571432,-0.215561395701858
-0.824914571385818,-0.214994941496892
-0.824393216340124,-0.214426615618777
-0.823871152756305,-0.213617515424316
-0.823282460403856,-0.212905930836361
-0.822736309366141,-0.212297066963133
-0.822153052902902,-0.211759366929242
-0.821466744872225,-0.211163056464983
-0.820805290987063,-0.210687345296893
-0.820009573203102,-0.209918646667566
-0.819255869496947,-0.20932393202393
-0.81873352866487,-0.208669071951141
-0.818016846212018,-0.207927601826059
-0.817167573454422,-0.207298367839628
-0.816553312686218,-0.206718278851841
-0.816026241966968,-0.206100437616926
-0.815438327219603,-0.205410599679757
-0.814747843815924,-0.204629476756805
-0.81379434326191,-0.203672026681159
-0.813071846432366,-0.202857623734365
-0.812177885134558,-0.202165184074366
-0.811236652169491,-0.201307715229051
-0.810397979980203,-0.200587803890675
-0.809453065964187,-0.200017895537149
-0.808622615299605,-0.199052101528427
-0.807559733169318,-0.198236300611331
-0.806504022237496,-0.197440099977277
-0.805241154057833,-0.19636862304584
-0.803765226225142,-0.195380011393053
-0.802753205520332,-0.194060272868067
-0.80121753281751,-0.19292285362283
-0.799339120385966,-0.191397614683757
-0.797410877995569,-0.189584706887236
-0.794949783318525,-0.187413002727721
-0.792112813658042,-0.184926859529942
-0.788987730759595,-0.182478283052672
-0.786339253226233,-0.179284410331902
-0.781282819954525,-0.173638179551553
